Type,CreatedAt,Count
TWEET,2009-09-30 00:00:00+00:00,337
TWEET,2009-10-31 00:00:00+00:00,311
TWEET,2009-11-30 00:00:00+00:00,162
TWEET,2009-12-31 00:00:00+00:00,169
TWEET,2010-01-31 00:00:00+00:00,247
TWEET,2010-02-28 00:00:00+00:00,269
TWEET,2010-03-31 00:00:00+00:00,242
TWEET,2010-04-30 00:00:00+00:00,379
TWEET,2010-05-31 00:00:00+00:00,219
TWEET,2010-06-30 00:00:00+00:00,101
TWEET,2010-07-31 00:00:00+00:00,201
TWEET,2010-08-31 00:00:00+00:00,275
TWEET,2010-09-30 00:00:00+00:00,541
TWEET,2010-10-31 00:00:00+00:00,393
TWEET,2010-11-30 00:00:00+00:00,328
TWEET,2010-12-31 00:00:00+00:00,259
TWEET,2011-01-31 00:00:00+00:00,355
TWEET,2011-02-28 00:00:00+00:00,678
TWEET,2011-03-31 00:00:00+00:00,344
TWEET,2011-04-30 00:00:00+00:00,294
TWEET,2011-05-31 00:00:00+00:00,573
TWEET,2011-06-30 00:00:00+00:00,503
TWEET,2011-07-31 00:00:00+00:00,411
TWEET,2011-08-31 00:00:00+00:00,463
TWEET,2011-09-30 00:00:00+00:00,665
TWEET,2011-10-31 00:00:00+00:00,774
TWEET,2011-11-30 00:00:00+00:00,876
TWEET,2011-12-31 00:00:00+00:00,238
TWEET,2012-01-31 00:00:00+00:00,255
TWEET,2012-02-29 00:00:00+00:00,382
TWEET,2012-03-31 00:00:00+00:00,482
TWEET,2012-04-30 00:00:00+00:00,412
TWEET,2012-05-31 00:00:00+00:00,369
TWEET,2012-06-30 00:00:00+00:00,206
TWEET,2012-07-31 00:00:00+00:00,749
TWEET,2012-08-31 00:00:00+00:00,553
TWEET,2012-09-30 00:00:00+00:00,365
TWEET,2012-10-31 00:00:00+00:00,327
TWEET,2012-11-30 00:00:00+00:00,234
TWEET,2012-12-31 00:00:00+00:00,206
TWEET,2013-01-31 00:00:00+00:00,282
TWEET,2013-02-28 00:00:00+00:00,165
TWEET,2013-03-31 00:00:00+00:00,302
TWEET,2013-04-30 00:00:00+00:00,193
TWEET,2013-05-31 00:00:00+00:00,215
TWEET,2013-06-30 00:00:00+00:00,376
TWEET,2013-07-31 00:00:00+00:00,210
TWEET,2013-08-31 00:00:00+00:00,123
TWEET,2013-09-30 00:00:00+00:00,318
TWEET,2013-10-31 00:00:00+00:00,163
TWEET,2013-11-30 00:00:00+00:00,217
TWEET,2013-12-31 00:00:00+00:00,190
TWEET,2014-01-31 00:00:00+00:00,163
TWEET,2014-02-28 00:00:00+00:00,262
TWEET,2014-03-31 00:00:00+00:00,327
TWEET,2014-04-30 00:00:00+00:00,324
TWEET,2014-05-31 00:00:00+00:00,236
TWEET,2014-06-30 00:00:00+00:00,161
TWEET,2014-07-31 00:00:00+00:00,180
TWEET,2014-08-31 00:00:00+00:00,125
TWEET,2014-09-30 00:00:00+00:00,201
TWEET,2014-10-31 00:00:00+00:00,140
TWEET,2014-11-30 00:00:00+00:00,246
TWEET,2014-12-31 00:00:00+00:00,372
TWEET,2015-01-31 00:00:00+00:00,395
TWEET,2015-02-28 00:00:00+00:00,534
TWEET,2015-03-31 00:00:00+00:00,210
TWEET,2015-04-30 00:00:00+00:00,212
TWEET,2015-05-31 00:00:00+00:00,146
TWEET,2015-06-30 00:00:00+00:00,445
TWEET,2015-07-31 00:00:00+00:00,686
TWEET,2015-08-31 00:00:00+00:00,107
TWEET,2015-09-30 00:00:00+00:00,218
TWEET,2015-10-31 00:00:00+00:00,228
TWEET,2015-11-30 00:00:00+00:00,303
TWEET,2015-12-31 00:00:00+00:00,202
TWEET,2016-01-31 00:00:00+00:00,196
TWEET,2016-02-29 00:00:00+00:00,118
TWEET,2016-03-31 00:00:00+00:00,228
TWEET,2016-04-30 00:00:00+00:00,116
TWEET,2016-05-31 00:00:00+00:00,239
TWEET,2016-06-30 00:00:00+00:00,134
TWEET,2016-07-31 00:00:00+00:00,136
TWEET,2016-08-31 00:00:00+00:00,76
TWEET,2016-09-30 00:00:00+00:00,266
TWEET,2016-10-31 00:00:00+00:00,151
TWEET,2016-11-30 00:00:00+00:00,239
TWEET,2016-12-31 00:00:00+00:00,168
